gnd,surname,prename,name_complete,gender,biography_1,bibliography_1,alternative_1,biography_alternative_1,bibliography_alternative_1,alternative_2,biography_alternative_2,bibliography_alternative_2,alternative_3,biography_alternative_3,bibliography__alternative_3,alternative_4,biography_alternative_4,bibliography_alternative_4,alternative_5,biography__alternative_5,bibliography_alternative_5
116824204,Grau,Frl. Josephine,Grau Josephine,female,"Ps. Joseph Grineau, Fulda, Kanalstrasse 30, geboren den 29. Mai 1852 in Schlüchtern, schreibt Romane und Novellen, historische Erzählungen, Biographieen, Kulturhistorisches und Tagesgeschichte (Originalberichte für Zeitungen). Werke s. Joseph Grineau.",‒ Nach dreissig Iahren. 1884.,Grineau Joseph,Biographie u. Werke s. Josephine Grau.,"‒ Nach dreissig Iahren. Nov. 8. (29) Aachen 1884, Palm. n –.90",.,.,.,.,.,.,.,.,.,.,.,.
189552824,Grave,Agnes le,Grave Agnes le,female,s. Jeannette Holthausen.,"‒ Dichtungen. 16. (153) Berlin 1859, F. Duncker. n 2.50 ‒ Dasselbe. Zweite Sammlg. 1867. ‒ Dido. Trauersp. 1874. ‒ Erzählende Dichtungen. 3. Sammlg. 16. (182) Berlin 1867, Mittler & Sohn. n 2.25; geb. n 3.– ‒ Fabelbuch. Ein frisches Feststräusschen f. liebe Kinder. 2. Aufl. 4. (43 m. H. n. 7 Chromolith.) (1876) 1878, Esslingen, Schreiber. n 2.– ‒ Frau Lee. Rom. 8. (470) Berlin 1869, Habel. 5.50 ‒ 50 Originalfabeln. 1876. 2. Aufl. unter dem Titel Fabelbuch 1868. ‒ Mein Lieblingsbuch. Elf Erzählgn. f. wohlerzogene Kinder. 4. (76 m. 6 Chromol.) Leipzig 1882, Albrecht. geb. n 4.–",Le Grave Agnes,s. Jeannette Holthausen.,"‒ Dichtungen. 16. (153) Berlin 1859, F. Duncker. n 2.50 ‒ Erzähl. Dichtungen. 3 Sammlgn. 16. (182) Berlin 1867, Mittler & Sohn. n 2.25; geb. 3.– ‒ Fabelbuch. Ein frisches Feststräusschen. 2. Aufl. 4. (43 m. H. u. 7 Chromol.) Esslingen 1878, Schreiber. n 2.– ‒ Frau Lee. Rom. 8. (470) Berlin 1869, Habel. 5.50 ‒ Mein Lieblingsbuch. 8. (120 m. farb. Bildern.) Fürth 1894, G. Löwensohn. kart. 1.–",.,.,.,.,.,.,.,.,.,.,.,.
13149645X,Gravière,Caroline,Gravière Caroline,female,"Zwei Belgische Novellen aus der sozialen Welt. 8. (214) Berlin 1874, Habel. n 3.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1041310625,Gregor,Lucy,Gregor Lucy,female,s. Lucy Hoesch. Nachtrag.,"‒ Auch einige nüchterne Bemerkungen über die Frauenfrage »von einer Frau«. (ca. 25) Bad Ems, Robert Sommer. ‒ Sie haben keine Ehre. Skizzen. 4.–7. Taus. 12. (128 m. Titelbild) Berlin 1897, R. Eckstein Nachf. 1.– ‒ Wo liegt die Schuld? (121) Berlin 1892. H. Steinitz. 1.–",Hoesch Lucy,"Sie haben keine Ehre. Erzählgn. u. Skizzen. 1.–3. Taus. 12. (136 m. Titelbild) Berlin 1896, R. Eckstein Nachfolger. n 1.–",.,Hoesch Lucy,"Ps. Lucy Gregor, Godesberg a. Rhein, geboren am 1. Oktober 1864 in Düren, Rheinprovinz. Sie hat in London am University College Psychologie, in Freiburg Naturwissenschaft studiert. Das in Band I unter Lucy Hoesch verzeichnete Werk »Sie haben keine Ehre« ist unter ihrem Pseudonym Lucy Gregor erschienen. Werke s. Lucy Gregor. Nachtrag.",.,.,.,.,.,.,.,.,.,.
1038207568,Gregorius,Johanne Elisabeth,Gregorius Johanne Elisabeth,female,"geschiedene Kubasch, geboren den 29. September 1765 in Lauban.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
12798545X,Greiner,Christine,Greiner Christine,female,"Ps. del Negro, Romanschriftstellerin, geboren den 23. Oktober 1852 in München, lebte früher in Wien.","‒ Das stürmische Haus. Erzählg. 4. (28) Stuttgart, Kröner. n –.50",Thaler Christine,"geb. Greiner, Ps. C. del Negro, Wien IV., Wohllebengasse 3, geboren am 23. Oktober 1853 zu München, als Tochter des Thermometerfabrikanten I. Greiner. Von 1870–1880 war sie italienischer und ägyptischer Korrespondent deutscher Blätter, und zwar der »Gartenlaube«, »Augsburger Allg. Zeitung«, des »Frankfurter Journal« u.a. Seither ist sie als Feuilletonistin und Romanschriftstellerin in Wien thätig. Werke s. auch C. del Negro.","‒ Auf ewig gebunden. Rom. Leipzig, Wurtigs Verlag. ‒ Kochbuch f. Unerfahrene. 8. (184) Wien 1892, A. Hartleben. geb. 3.60",.,.,.,.,.,.,.,.,.,.,.,.
1038220408,Greiner,Frau Emeline,Greiner Emeline,female,"Rudolstadt, Augustenstrasse 35. Am 5. Mai 1837 zu Rudolstadt i. Th. geboren und schon in frühester Kindheit mit dem Ernst des Lebens vertraut geworden. Als Elfjährige verfasste sie ihr erstes lyrisches Gedicht, und mit achtzehn Iahren trat sie mit ihren litterarischen Arbeiten – anonym – in die Öffentlichkeit. Ihre erste Arbeit, eine Entgegnung auf Saphirs »Schmollen der Frauen« hatte einen Erfolg, der sie zur weiteren schriftstellerischen Thätigkeit ermutigte, welcher sie ohne Schädigung ihrer Hausfrauenpflichten auch heute noch mit Lust und Liebe obliegt. Ihre Novellen, Romane, Gedichte sind in verschiedenen Zeitschriften veröffentlicht.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1011385902,Grey-Stipek,Frau Valerie,Grey-Stipek Valerie,female,Wien.,"‒ Paula. Rom. 8. (182) Leipzig 1894, Litterarische Anstalt, A. Schulze. n 2.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
11773781X,Greyerz,Frl. Lina von,Greyerz Lina,female,"Ps. L. v. G, Carla Grey, Beatus Schwarz und Herbius, Hirschau, Châlet, Höheweg 12, Bern, geboren im Iahre 1840 ist sie die Tochter eines Forstmeisters von G. aus Bern. Sie lebt in Bern und bis zu ihrem im Iahre 1892 eingetretenen Augenleiden war sie als Schriftstellerin sehr fruchtbar. (Hat jetzt die Arbeit wieder aufgenommen.) Sie ist eine Urenkelin des berühmten Georg Forster und dessen Frau Therese Forster, geb. Heyne, späteren Huber. Ihre zahlreichen Novellen, Humoresken, Essays und Gedichte sind nur in Zeitschriften, zum Teil ins Französische übersetzt, und in Broschüren erschienen. L. v. G. gebraucht in ihren Gedichten gerne die sapphische oder asclèpiadische Strophenform. Die Musen mögen ihr einen ständigen Verleger bescheren. Sie verdient es um die Kunst. Das »Berner Tageblatt« veröffentlichte von ihr »Adelante«, die Zeitschrift »Chronique Suisse« »Marcello«.","‒ Auf den Höhen des Gurnigels. Bern, Lang. () 1880. 1.– ‒ Marcello. Freiburg in der Schweiz, Chronique suisse. 1870. 1.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116833815,Griebel,Frl. Lucy,Griebel Lucy,female,"Ps. Eva Treu, Meldorf in Schleswig-Holstein, Kiel, Muhliusstrasse 25, Schwester der Schriftstellerin Minna G. (siehe diese), wurde in dem kleinen holsteinischen Städtchen Meldorf an der Nordsee, geboren, woselbst ihr Vater als Amtsgerichtsrat thätig war. Sie verlebte im Elternhause mit noch fünf anderen Geschwistern eine sehr glückliche, ungebundene und poetische Jugend; erlernte nach ihrer Konfirmation zuerst den Haushalt und ging dann auf das Lehrerinnenseminar zu Schleswig. Mit ihrem 18. Iahre begann sie bereits ihre Thätigkeit Werke s. Eva Treu.",.,Treu Eva,Biographie s. Lucy Griebel.,"‒ Alltagsmenschen. 8. (264) Leipzig 1897. E. Keils Nachfolger. 3.–; geb. 4.– ‒ Dennoch. Nov. 16. Im Druck 1897. Anklam, Herm. Wolter. geb. 1.– ‒ Erlebtes u. Erträumtes. Erzählgn. 16. (242) Hamburg 1889, Verlagsanstalt u. Druckerei, Aktien-Gesellschaft. 2.50; geb. 3.50 ‒ Helles u. dunkles. Erzählgn. 8. (190) Garding 1888, Lühr & Dircks. 2.–; geb. 3.– ‒ Rosen u. Dornen. Erzählgn. 8. (200) Ebda. 1894. 2.–; geb. 3.– ‒ Stille Geschichten. 8. (202) Ebda. 1896. 2.–; geb. 3.– ‒ Zwei Strandgeschichten. 8. (274) Ebda. 1889, 2.40; geb. 3.60",.,.,.,.,.,.,.,.,.,.,.,.
116833831,Griebel,Frl. Minna,Griebel Minna,female,"Ps. M. Greif, Meldorf, Schleswig-Holstein, Schwester der Lucy G. (siehe diese), erblickte am 2. September 1850 in Heide, Schleswig-Holstein, das Licht der Welt. Nach der Konfirmation übernahm sie die Leitung eines Kindergartens und war dann Lehrerin an der Privat-Töchterschule in Meldorf. Zwei, an geistigen Genüssen reiche Iahre verlebte sie in Dresden, von wo sie auf ein Iahr in das Lehrerinnenseminar zu Schleswig ging. Aus Gesundheitsrücksichten konnte sie nach bestandenem Examen nur kurze Zeit als Lehrerin wirken. Schriftstellerische Thätigkeit hilft ihr aber, trotz zurückgezogenen Lebens in der, seit dem Tode der Eltern und dreier Geschwister sehr still gewordenen Heimat, die geistige Frische zu bewahren. Abgesehen von zahlreichen Beiträgen für Zeitschriften etc., sind Übersetzungen in Buchform erschienen. Werke s. M. Greif.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1149298502,Grieben,Frl. Ferdinande,Grieben Ferdinande,female,"Ps. W. Egbert, Angermünde, Bahnhofstrasse 3, im uckermärkischen Städchen Angermünde, am 29. September 1844, als Tochter des Justizrats Grieben, geboren, lebt sie daselbst noch heute im väterlichen Hause. Ihr Stillleben wird im Winter durch Aufenthalt in Berlin zur geistigen Anregung und im Sommer durch Reisen ins Gebirge oder ans Meer unterbrochen. Im Iahre 1866 machte sie in Berlin das Lehrerinnenexamen, nachdem sie den zweijährigen Lehrkursus des Augustaseminars absolvierte, doch hat sie den Lehrerinberuf nie ausgeübt, sondern ihre Mussezeit dem Schriftstellern gewidmet. Ausser Romanen, Novellen und Feuilletons für Zeitschriften, schrieb sie Bühnenstücke, u.a. die Schauspiele: »Leona«, »Rutlandshof« (Verleger: Sallis, Guben), »Ikarus« und die Lustspiele: »Auf der Freite« (Verleger: Felix Bloch, Berlin), »Ein Lorbeerblatt«, »Kunstliebe und Liebeskunst«, »Geschwister Rode« (Verleger: Gebrüder Pollmann, Karlsruhe), »Knalleffekte der Natur« (Verleger: Felix Bloch, Berlin). Letzteres wurde auf dem Stadttheater zu Frankfurt a. M., am Dresdener Hoftheater, Hamburger Thalia-Theater u.a. zur Darstellung gebracht. Werke s. W. Egbert.","‒ Auf Regen folgt Sonnenschein. Dramat. Plauderei. (20) Frankfurt a. M., Könitzers Verlag. n –.90",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
120473437,Grimm,Charlotte,Grimm Charlotte,female,"Blumenlese aus der Fremde für die deutsche Jugend. 8. (228) Dresden 1855, Meinhold & Söhne. 3.–","‒ Kleiner Elementar-Kursus der französ. Sprache für Mädchenschulen. 3. Aufl. 8. (64) Schwerin 1846, Kürschner. –.60 ‒ Lebensbilder aus der Wirklichkeit. 8. (232) Dresden 1855, Meinhold & Söhne. 3.– ‒ Leichte französ. u. deutsche Gespräche. Zum Gebr. für Mädchenschulen. 3. Aufl. 8. (128) Schwerin 1845, Kürschner. 1.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1023708116,Grimm,Frau Marie,Grimm Marie,female,"geb. Schlumberger, Edle von Goldeck, Wiesbaden, Mainzerstrasse 13, wurde am 17. Mai 1849 in Vöslau bei Wien geboren, verheiratete sich mit dem Professor Dr. juris I. Grimm und lebt seit 1873 in Wiesbaden. Sie veröffentlichte ausser kleineren Aufsätzen in der Zeitschrift »Daheim« unter ihrem Namen nachstehende Werke.","‒ Aus der Kinderstube. Ein Buch für junge Mütter. 12. (107) Leipzig 1897, Ph. Reclam jr. geb. –.60 ‒ Die Kunst, den Haushalt zu führen. Briefe an eine Braut. 12. (91) Wien 1894, C. Gerolds Sohn. geb. 2.–",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1245894870,Groag,Carola,Groag Carola,female,Biographie s. Carola Belmonte-Groag.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
139971335,Gröben,Gräfin,Gröben Ida,female,"Ida v. der, geb. v. Auerswald. Die Liebe zur Wahrheit. Andeutgn. 8 (405) Stuttgart 1850, Sonnewald. 6.–","‒ Morgenwache. Gedichte. 16. (256) Basel 1878, Riehm. geb. m. Goldschn. n 5.– ‒ Wissenschaft u. Bibel 8. (88) Stuttgart 1856, Sonnewald. n 1.25",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116466189,Gröhe,Frau Theresa,Gröhe Theresa,female,"Ps. T. Resa, Köln a. Rh., Boisseréestrasse 12. Tochter des Pastor primarius Pauli zu Greiffenberg in Schlesien, heiratete sie noch sehr jung den Doktor philologus Deodat Gröhe, mit dem sie zuerst in Ostpreussen, wo er Rektor der sämtlichen Schulen in Angerburg, sodann in Eberswalde, wohin er als Rektor der dortigen höheren Töchterschule (städtisch) ging, lebte. Ihr Mann starb dort im Iahre 1884. Sie zog später mit ihrem einzigen Söhnchen nach Wiesbaden, von dort nach Köln. 1888 hat sie in den »Fliegenden Blättern« zwei Cyklen lyrischer Gedichte erscheinen lassen, die später in Buchform erschienen sind, »Burschenliebe«, »Edelwild«. Fortgesetzt erschienen und erscheinen weiter in den »Fliegenden Blättern« Gedichte. Auch in anderen Journalen, »Zur guten Stunde«, »Romanbibliothek«, »Meggendorffer Blättern«, »Jugend« u.a.m. sind solche erschienen. Ausserdem hat sie eine Menge Humoresken in den »Fliegenden Blättern«, »Meggendorffer humoristischen Blättern«, Berliner »Lustigen Blättern«, »Dorfbarbier«, »Humoristisches Deutschland« u.a.m. veröffentlicht. Diese Humoresken hat Philipp Reclam jr. für die Universal-Bibliothek gesammelt, und unter dem Titel: »Mein erster Freier« und andere Humoresken herausgegeben. Der Schwank »Durchs Sprachrohr« (Verlag: »Neue Liebhaberbühne«, Volger & Klein, Preis 1 Mark) wurde 1892 im Stadttheater zu Mainz aufgeführt. Werke s. T. Resa.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
101145918,Grönau,Isidore,Grönau Isidore,female,Werke s. Wilhelmine v. Sydow.,.,Sydow Wilhelmine,"geb. v. Criegern, Ps. Isidore Grönau, geboren den 26. November 1789 zu Thumitz in der Oberlausitz. Die Kochkunst in der Stadt u. auf dem Lande. (320) Die Wirtschaftskunst. (280)","‒ Allgemeines Kochu. Wirtschaftsbuch. 2 Tle. 7. Aufl. 8. Sondershausen 1859, Lüben, Bolhoevener. 1.– ‒ Arwid. Der Mann von Welt u. feinen Sitten. 2. Aufl. 8. (251) Leipzig 1850, Kössling. 1.50 ‒ Der Krieg um Schleswig-Holstein. Epos. 16. (46) Erfurt 1864, Wriezen, Riemschneider. –.75 ‒ Die Belagerung v. Stralsund. Histor. Rom. 2 Tle. (in 1 Bde.) (399) Berlin 1861, Vogel & Co. 4.50 ‒ Die Marketenderin. 8. (169) Leipzig 1859, Pfefferkorn. 2.– ‒ Die Verirrten. Ein Rom. f. d. Gegenwart. 2 Tle. 12. (244) Sondershausen 1843, Eupel. 4.50 ‒ Johann Adolph, der letzte Herzog v. Sachsen-Weissenfels. Histor. Rom. 3 Tle. 8. (770) Leipzig 1852, Wienbrack. 12.– ‒ Olivin. Nov. 8. (72) Erfurt 1880, Bartholomäus. –.50 ‒ Palme u. Lorbeer. Ein anglo-indJanisches Zeitbild aus den zwanziger Iahren. 3 Bde. 16. (490) Leipzig 1858, Pfefferkorn. 6.–",.,.,.,.,.,.,.,.,.,.,.,.
119196778,Groner,Frau Auguste,Groner Auguste,female,"Ps. Renorga, A. v. d. Paura, Olaf Björnson, Wien XIII, I., Villa Groner, ist städtische Volksschullehrerin. Die Anzahl der von ihr in Tageszeitungen und Zeitschriften veröffentlichten Feuilletons und Erzählungen beziffert sich mit über 500.","‒ Auf heimatlichem Boden. 8. (312) Wien 1891, Bondi. geb. 2.– ‒ Aus dem Norden 8. (318) Ebda. 1888. geb. 1.– ‒ Aus grauer Vorzeit. Kulturgeschichtl. Erzählg. aus der Heimat unserer Vorfahren. 8. (259 m. 8 z. Tl. farb. Bildern.) Teschen 1894, K. Prochaska. geb. 5.– ‒ Aus Tagen der Gefahr. Drei vaterländische Erzählgn. aus der Vergangenheit Österreichs. 8. (180 m. Illustr.) Ebda. 1891. kart. 3.–; geb. 5.– ‒ Aus unserer Vaterstadt. Geschichte der Wiener Stadterweiterungen. Mit 50 Illustr. von Prof. F. Kopallik. Wien 1888, Bondi. kart. 3.– ‒ Aus vaterländischen Kriegen. 3 Erzählgn. 8. (249 m. 8 Bildern.) Teschen 1896, K. Prochaska. geb. n 5.–",Groner Auguste,"Aus vergangenen Zeiten. 9 Erzählgn. f. Kinder über 9 Iahre. 8. (32) Wien 1891, Bondi. geb. 1.–","‒ Das Pharaonenarmband Stuttgart 1898, Deutsche Verlags-Anstalt. ‒ Erzählgn. aus der Geschichte Österreich-Ungarns. 8. (240 m. Illustr.) Teschen 1889, K. Prochaska. geb. n 5.– ‒ Erzählgn. u. Sagen aus Österreich 8. (240) Wien 1888, Bondi. geb. 1.– ‒ Geschichten aus Alt-Wien. 8. (320) Ebda. 1891. geb. 1.– ‒ G'schichten aus dem Traunviertel. Dialekt-Erzählgn. 2. (Titel-) Ausg. 12. (227) (1888) 1896, Wien, C. Daberkow. n 1.70 ‒ Heldenthaten unserer Vorfahren. Erzählgn. aus Österreich-Ungarns Vorgeschichten. 8. (270 m. 5 Farbendr.) Teschen 1887, K. Prochaska. geb. n 5.– ‒ Im Strome der Zeiten. Erzählgn. 8. (332) Ebda. 1897. geb. 5.– ‒ In Ritterburgen u. unter fahrenden Leuten. Erzählgn. aus dem mittelalterlichen Volksleben in Österreich-Ungarn. 8. (280 m. 5 Farbendr.) Ebda. 1889. geb. n 5.– ‒ Kriminalnovellen. Der Neunundsiebzigste. – Die goldene Kugel. 16. (102) Leipzig 1893, Ph. Reclam jr. n –.20 ‒ Leutverderber. Das Beichtgeheimnis. Die letzte Nacht. 12. (128 m. 25 Illustr.) 3 Kriminalgeschichten Berlin 1897, H. Hillger. n –.20; geb. n –.40 ‒ Liebesphasen. Ein Novellenstrauss. 8. (231) Wien 1888, Brockhausen. n 3.–; geb. n 4.– ‒ Neue Kriminalnovellen. (An einem Faden. – Ermordet.) 16. (116) Leipzig 1896, Ph. Reclam jr. n –.20 ‒ Nordische Geschichten. 8. (212) Glogau 1892, C. Flemming. geb. 3.– ‒ Nordlands Geschichten. 8. (286 m. 8 z. Tl. farb. Bildern.) Teschen 1895, K. Prochaska. geb. n 5.– ‒ Österreicher in Mexiko. Erzählg. aus den Tagen des Kaisers MaximilJan. 8. (257 m. 5 Farbendr) Ebda. 1890. geb. n 5.–",Paura A. der,s. Auguste Groner.,.,Renorga,s. Auguste Groner.,.,.,.,.,.,.,.
127638202,Grosmann,Hedwig,Grosmann Hedwig,female,"Kinderleben. Ein Bilderbuch. 4. (18 Chromol. m. eingedr. Text u. 1 Bl. Text) Berlin 1882, Winckelmann & Söhne. n 4.50","‒ Meine Puppe. Ein Bilderbüchlein f. kleine Mädchen. 4. (24 kol. Taf. m. Text) Berlin 1886, Hamburg, Verlagsanstalt und Druckerei Aktien-Gesellschaft. 2.50",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1205763384,Grossheim,Julie,Grossheim Julie,female,s. I. E. Mand. Band II.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116877529,Groth,Frau Franziska,Groth Franziska,female,"geb. Apel, Ps. Clara Richard und Franziska Branitz, Leipzig, Ferdinand Rhodestrasse 7, als Tochter des Justizrats Apel in Schwetz am 15. Februar 1863 geboren, ist sie seit 1887 verheiratet mit dem Oberlehrer Dr. Groth in Leipzig. Im Iahre 1884 erschien von ihr: »Frühlingsblumen«, Gedichte; im Iahre 1888 »Schopenhauer im Fegefeuer«, Pseudonym: Branitz, eine Satire. Ausser einigen Artikeln für die Danziger Zeitung hat sie noch einige Märchen und Erzählungen verfasst, die ohne Namen in dem »Grenzboten« erschienen und noch nicht in Buchform gesammelt herausgegeben sind. Ausserdem sind kleinere Beiträge in verschiedenen Zeitschriften abgedruckt worden. Werke s. Franziska Branitz und Clara Richard.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
116878975,Grotthuss,Elise Freiin von,Grotthuss Elise,female,"geboren am 10. November 1820 zu Durben in Kurland, lebte zuletzt in Wien.","‒ Anna Rosenberg. 8. (343) Wien 1867. Sartori. 1.80 ‒ Bilderbuch ohne Bilder. Humoreske. 8. (16) Wien 1878, Augsburg, Schmids Verlag. n –.25 ‒ Bruno Degenhart od. in der alten u. in der neuen Welt. Soz. Rom. 2. Ausg. 8. (469) Augsburg 1883, Ebda. n 3.– ‒ Celesta Alland od. die gemischten Ehen. Soz. Rom. 2. Ausg. 8. (421) (1873) 1883, Ebda. n 3.– ‒ Das amerikanische Duell. Rom. Die Räuberspelunke. Einer wahren Begebenheit nacherzählt. Aus Gustchens Kinderjahren. Erzählg. 8. (324) Ebda. 1888. n 3.40 ‒ Das falschverstandene Ehrgefühl. Nov. 8. (74) Ebda. 1874. –.80 ‒ Das Gasthaus zum grünen Baum. Erzählg. 2. Aufl. 8. (170) Ebda. 1878. n 1.20 ‒ Der Magnetiseur. Lustsp. 8. (67) Wien 1876, F. Beck. n 1.80 ‒ Die Adoptiv-Geschwister. Rom. 8. (253) Wien 1870, Kirsch. 2.– ‒ Die beiden Schwägerinnen. Rom. Wer ist d. Schuldige? Nov. 8. (414) Augsburg 1890. Schmids Verlag. n 3.60 ‒ Die beiden Vettern. Rom. 8. (281) Ebda. 1879. n 2.50 ‒ Die Familie Runenthal. Rom. 8. (208) Wien 1869, Mayer & Co. n 1.25 ‒ Die gemischten Ehen. Soz. Rom. 8 (421) Wien 1873, Kirsch. 3.60 ‒ Die Geschichte der Grossmutter. 2. Aufl. 8 (106) Regensburg 1880. Manz. –.75 ‒ Die Kinder der Nihilisten. Soz. Rom. 8. (330) Augsburg 1883, Schmids Verlag. n 3.– ‒ Die kleine Samariterin. Erzählg. »Mir fehlt der Sohn!« Nov. 8. (239) Ebda. 1896 n 2.40 ‒ Die Leibeigenen. Soz. Rom. 8. (299) Ebda. 1881. n 3.– ‒ Die Männer der Loge od. mysterium iniquitatis. Soz. Rom. 8. (590) Wien 1871, Kirsch. 4.– ‒ Die Rache Anna Dimitrownas. Rom. 8. (267) Augsburg 1884, Schmids Verlag. n 2.50 ‒ Die Verwaisten. Rom. Der Geist der Mutter. Erzählg. 8. (323) Ebda. 1880 n 3.– ‒ Die wunderbare Heilung. 8. (15) Wien 1874, Augsburg, Ebda. nn –.25 ‒ Drei Novellen, der Wahrheit nacherzählt. Getäuscht. – Pater Monowsky. – Auf dem Sterbebette getraut. 3 Bde. 8. (341) Ebda. 1892. n 3.50; 1.–3.: n 6.70 ‒ Eleonore. Rom. 8. (376) Ebda. 1878. n 3.60 ‒ Erzählungen. 8. (120) Wien 1868, Sartori. –.90 ‒ Fünf Novellen. Der Wahrheit nacherzählt. (Prof. Sternmayers Verbrechen. – Helge Latterburg. – Der geheimnisvolle Fabrikarbeiter. – Stirb in Tollwut. – Rückerinnerungen des Grafen Hartberg) 4 Bde. 8. (325) Augsburg 1893, Schmids Verlag. n 3.50; 1.– 4. n 10.20 ‒ Gehorsam bis zum Tode. Eine Erwägg. 8. (15) Ebda. 1876. nn –.25 ‒ Geschichte d. Schlaghahn. Ein Märchen. 8. (76) Ebda. 1892. n –.80 ‒ Ginevra Cantarini. Rom. Seltsam aber wahr. Erzählg. 8. (356) Ebda. 1887. n 3.50 ‒ Gräfin Alma Adlerskyöld. Rom. 8 (523) Ebda. 1891. n 4.40 ‒ Helene Grandpré. Soz. Rom. 8. (552) Ebda. 1885. n 4.– ‒ Kochbuch u. Konversations-Lexikon od. wie gefällt Ihnen Klara. Lustsp. 8. (32) Wien 1877, Wallishausser. n 1.20",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
119424811X,Grund,Martin im,Grund Martin,female,Biographie und Werke s. Marie Grundschöttel.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1047219018,Gründler,Frau Adele,Gründler Adele,female,"geb. Sachsse, Barby, Gattin des Königlichen Seminar-Direktors Ernst Gründler zu Barby, wurde als die jüngste Tochter des 1891 zu Berlin verstorbenen Oberpostdirektors und Geheimen Postrats Sachsse am 2. April 1854 in Elberfeld geboren. Versetzungen des Vaters führten sie während ihrer Schuljahre nach Arnsberg, Danzig und Berlin. In der letztgenannten Stadt empfing sie durch Professor Theodor Kullak eine gediegene Ausbildung im Klavierspiel und vermählte sich im Herbst 1878 ihrem 1. Sein Lebensbild. 2. Ein Gesangbüchlein aus Tersteegens Liedern.","‒ Das Haus. 16. (48) Hamburg 1885, Verlag der Niedersächsischen Traktat-Gesellschaft. –.10 ‒ Fred. Erzählg. 12. (48) Hamburg 1892, Agentur des Rauhen Hauses. –.20 ‒ Georg III. v. Anhalt, Fürst u. Prediger. Ein Lebensbild. 12. (52) Barmen 1894, H. Klein. n –.10 ‒ Gerhard Tersteegen, zu seinem 200jährigen Geburtstag am 25. Nov. 1897. 8. (143) Berlin 1897, Buchhandlung der Berliner Stadtmission. 1.20; geb. 2.20; m. Goldschn. 2.40 ‒ Gotthilf Heinrich v. Schubert u. Ernst Moritz Arndt. Zwei Lebensbilder. 8. (108) Halle 1895, H. Schroedel. –.90 ‒ Heideblüten. Gedichte. 12. (78) Halle a. S. 1892, F. Strien. geb. m. Goldschn. n 2.50 ‒ Ins Spittel u. wieder heraus. Erzählg. 16. (31) Hamburg 1896, Verlag der Niedersächsischen Traktat-Gesellschaft. –.10 ‒ Nach Hause. Erzählung. 16. (24) Ebda. 1897. –.10 ‒ Nettelbeck. Ein Lebensbild. 12. (52) Berlin 1897, Hauptverein für christliche Erbauungsschriften. n –.40 ‒ Rudi. Erzählg. 4. (31) Konstanz 1897, Carl Hirsch. –.20 ‒ Valerius Herberger. Ein Lebensbild. 16. (48) Hamburg 1897, Niedersächsische Traktatgesellschaft. –.10",Gründler Adele,"Die Grösste unter ihnen. Erzählg. aus der Zeit von Deutschlands Schmach u. Befreiung. 12. (91) Berlin 1897, Hauptverein für christl. Erbauungsschriften. –.50 Ergänzg. zu Band I.",.,.,.,.,.,.,.,.,.,.,.,.,.
